customer_id,age,gender,income_band,city,first_purchase_date
110,41.0,F,Medium,Bangalore,2021-11-08 06:49:34
111,48.0,M,High,Mumbai,2019-10-29 15:47:25
112,51.0,M,High,Bangalore,2022-02-04 01:19:04
113,52.0,F,Low,Bengaluru,2022-02-25 10:24:14
114,51.0,F,Low,Bangalore,2022-06-17 14:11:53
115,34.0,F,LOW,Bangalore,2019-04-02 07:02:19
116,43.0,M,High,Pune,2020-12-07 20:10:26
117,49.0,F,Medium,Pune,2023-04-12 08:28:46
118,39.0,M,High,Delhi,2021-10-29 03:56:15
119,50.0,M,Low,Chennai,2020-07-21 05:08:54
120,52.0,F,LOW,Pune,2019-04-03 06:16:19
121,46.0,M,High,Delhi,2019-02-08 13:17:48
122,59.0,M,High,Pune,2020-03-02 01:14:07
123,29.0,M,High,Mumbai,2020-02-03 11:33:23
124,33.0,F,LOW,Bangalore,2023-06-07 21:19:25
125,22.0,M,Medium,Bangalore,2020-12-13 10:05:24
126,30.0,F,LOW,Pune,2023-10-25 21:28:12
127,36.0,M,High,Bangalore,2019-10-03 22:46:02
128,55.0,F,LOW,Bengaluru,2021-02-12 13:16:12
129,41.0,F,Medium,Bangalore,2019-09-24 03:03:40
130,35.0,F,LOW,Bangalore,2020-12-20 19:12:31
131,35.0,M,High,Mumbai,2023-12-13 17:41:26
132,45.0,F,LOW,Bengaluru,2019-12-29 03:16:02
133,51.0,F,High,Chennai,2023-12-06 13:40:37
134,47.0,M,Medium,Pune,2019-09-29 19:23:07
135,46.0,F,Low,Delhi,2020-02-22 18:04:40
136,23.0,M,LOW,Delhi,2021-08-04 05:07:39
137,45.0,M,Medium,Mumbai,2023-03-19 01:22:51
138,44.0,F,Medium,Delhi,2021-05-22 20:42:05
139,33.0,F,Medium,Delhi,2020-02-16 14:44:13
140,35.0,M,LOW,Bengaluru,2020-08-11 19:39:43
141,45.0,F,High,Bengaluru,2021-11-14 10:54:19
142,58.0,F,High,Mumbai,2019-10-01 13:53:42
143,45.0,F,LOW,Bangalore,2023-05-02 04:49:01
144,50.0,F,Medium,Mumbai,2022-01-05 04:48:00
145,37.0,F,Low,Chennai,2022-02-01 22:22:18
146,37.0,F,High,Delhi,2019-01-26 20:50:00
147,52.0,F,LOW,Mumbai,2019-10-02 03:22:27
148,32.0,F,LOW,Pune,2019-12-12 14:12:54
149,,F,LOW,Bengaluru,2020-06-18 06:01:43
150,45.0,F,Low,Chennai,2023-08-22 14:15:54
151,26.0,M,Low,Bangalore,2023-09-17 08:43:16
152,52.0,F,High,Chennai,2019-09-03 08:54:56
153,32.0,M,Low,Bangalore,2021-08-22 23:48:57
154,48.0,F,Low,Pune,2022-06-02 11:34:03
155,26.0,M,Medium,Delhi,2019-09-26 22:01:50
156,51.0,F,Medium,Chennai,2020-06-16 01:05:57
157,25.0,M,Low,Bangalore,2023-04-04 03:40:15
158,56.0,F,Medium,Delhi,2021-07-23 02:05:19
159,26.0,F,Low,Bengaluru,2021-02-10 10:50:16
160,51.0,F,Low,Bangalore,2022-12-04 10:53:39
161,36.0,F,LOW,Chennai,2019-04-29 22:03:41
162,27.0,F,Medium,Chennai,2023-09-01 04:07:12
163,26.0,F,High,Chennai,2019-07-14 15:16:09
164,26.0,F,High,Mumbai,2022-05-25 03:17:07
165,51.0,F,LOW,Chennai,2019-03-30 14:21:49
166,41.0,F,Low,Delhi,2020-03-13 15:54:14
167,38.0,F,High,Bangalore,2022-05-16 08:27:46
168,44.0,F,LOW,Bengaluru,2022-02-21 15:46:44
169,24.0,F,LOW,Mumbai,2023-09-28 22:19:28
170,24.0,M,High,Mumbai,2021-04-14 04:31:54
171,46.0,F,High,Delhi,2019-05-14 04:11:45
172,39.0,M,High,Chennai,2023-11-27 09:50:19
173,22.0,F,High,Mumbai,2023-07-01 23:03:50
174,45.0,M,Medium,Delhi,2022-11-25 00:33:40
175,57.0,M,Low,Chennai,2023-06-08 03:00:47
176,44.0,F,Low,Bangalore,2023-07-12 15:44:32
177,22.0,F,LOW,Mumbai,2020-04-09 20:35:12
178,23.0,F,Medium,Mumbai,2021-09-15 23:30:09
179,49.0,F,LOW,Delhi,2023-03-18 18:23:48
180,31.0,M,LOW,Bangalore,2020-05-26 04:17:29
181,45.0,F,LOW,Bangalore,2023-02-10 02:05:42
182,43.0,F,Low,Chennai,2021-07-01 08:22:14
183,26.0,M,LOW,Bangalore,2020-07-31 14:44:26
184,40.0,F,LOW,Pune,2023-06-19 12:40:36
185,52.0,F,Low,Delhi,2019-12-30 04:11:31
186,48.0,M,Low,Mumbai,2020-02-29 00:20:21
187,47.0,M,High,Bangalore,2022-03-30 07:40:05
188,40.0,M,LOW,Pune,2023-11-14 08:51:22
189,52.0,M,Medium,Mumbai,2019-07-15 10:54:54
190,50.0,M,LOW,Bangalore,2022-10-13 10:29:03
191,35.0,F,Medium,Mumbai,2022-02-07 12:26:08
192,27.0,M,LOW,Delhi,2022-07-02 10:13:28
193,51.0,F,Low,Pune,2020-02-16 14:30:19
194,28.0,M,High,Delhi,2020-02-12 13:31:38
195,56.0,F,High,Chennai,2020-02-18 05:34:07
196,47.0,M,Medium,Chennai,2022-11-12 10:06:11
197,33.0,F,LOW,Chennai,2020-10-31 01:06:03
198,57.0,M,Medium,Delhi,2023-06-16 13:35:31
199,29.0,F,Medium,Pune,2021-04-04 14:02:58
200,30.0,F,High,Mumbai,2022-03-21 14:59:37
201,39.0,F,Medium,Chennai,2020-08-24 03:34:26
202,48.0,M,Medium,Bengaluru,2023-12-03 19:42:11
203,40.0,M,LOW,Bengaluru,2021-09-29 19:05:03
204,53.0,F,LOW,Bengaluru,2023-08-02 01:41:26
205,41.0,F,Medium,Bangalore,2019-05-31 06:53:28
206,50.0,M,Low,Pune,2019-06-20 21:22:40
207,40.0,M,High,Delhi,2022-01-27 01:28:07
208,43.0,F,High,Delhi,2020-08-06 08:49:03
209,25.0,F,LOW,Mumbai,2021-06-01 10:10:46
210,42.0,F,High,Pune,2022-06-07 04:49:43
211,34.0,F,LOW,Pune,2020-09-14 10:03:44
212,37.0,M,High,Delhi,2022-11-21 00:59:07
213,50.0,F,Low,Delhi,2021-12-08 07:56:33
214,30.0,F,High,Pune,2019-04-27 06:57:33
215,23.0,F,Medium,Delhi,2020-02-16 19:40:25
216,26.0,F,Medium,Bengaluru,2020-01-30 18:43:46
217,56.0,M,Medium,Mumbai,2023-10-06 01:35:55
218,40.0,M,Medium,Mumbai,2019-08-23 17:48:09
219,24.0,F,LOW,Pune,2021-04-06 23:23:31
220,47.0,F,High,Pune,2023-01-13 22:31:23
221,38.0,M,Medium,Delhi,2020-06-22 07:42:40
222,42.0,M,High,Pune,2023-03-02 06:31:11
223,45.0,F,Medium,Bengaluru,2022-10-19 21:05:01
224,38.0,F,LOW,Mumbai,2022-01-09 08:25:47
225,31.0,M,Low,Chennai,2022-06-17 12:55:00
226,45.0,F,Low,Bangalore,2020-01-15 14:30:55
227,,F,LOW,Chennai,2020-02-07 17:25:14
228,44.0,F,Medium,Bangalore,2019-03-02 00:08:22
229,23.0,M,Medium,Bengaluru,2022-08-11 19:16:24
230,26.0,F,Medium,Pune,2022-12-06 04:51:52
231,28.0,F,Low,Bengaluru,2023-12-30 20:13:22
232,26.0,M,High,Pune,2020-10-01 03:59:14
233,33.0,M,High,Delhi,2023-08-26 03:49:35
234,56.0,F,Medium,Mumbai,2022-01-04 02:33:38
235,26.0,F,Medium,Chennai,2020-08-23 19:40:07
236,46.0,F,LOW,Bengaluru,2023-01-06 20:33:57
237,54.0,F,Medium,Bengaluru,2023-01-25 02:54:47
238,24.0,F,LOW,Bengaluru,2020-09-26 19:18:56
239,24.0,F,Medium,Mumbai,2021-04-26 15:32:39
240,42.0,F,Low,Bangalore,2021-12-11 17:28:42
241,37.0,M,LOW,Chennai,2023-12-26 19:45:11
242,24.0,F,Low,Bengaluru,2023-10-23 19:01:55
243,40.0,F,Medium,Delhi,2022-03-16 21:14:13
244,53.0,M,High,Delhi,2021-06-23 01:29:33
245,25.0,M,Medium,Pune,2020-04-02 04:30:26
246,27.0,F,Low,Chennai,2019-05-11 21:49:12
247,29.0,M,High,Bangalore,2023-12-03 17:08:40
248,27.0,F,Medium,Bengaluru,2019-09-09 14:42:36
249,51.0,F,Low,Mumbai,2023-08-14 05:18:09
250,37.0,M,High,Mumbai,2023-11-16 00:40:31
251,37.0,F,Low,Chennai,2019-08-07 11:40:37
252,35.0,F,LOW,Delhi,2020-06-27 01:00:18
253,27.0,M,Medium,Chennai,2022-09-02 06:01:51
254,29.0,F,High,Pune,2022-05-11 19:27:28
255,28.0,F,High,Delhi,2021-06-17 12:44:51
256,56.0,F,Medium,Mumbai,2020-10-03 05:56:36
257,27.0,M,Medium,Delhi,2022-05-09 12:11:43
258,34.0,F,High,Delhi,2023-07-21 07:22:42
259,22.0,F,Low,Bangalore,2023-06-10 04:41:52
260,35.0,F,Low,Bengaluru,2019-10-16 17:55:44
261,51.0,F,High,Bangalore,2023-03-30 16:56:43
262,53.0,F,Low,Bangalore,2020-03-14 03:36:26
263,34.0,M,Medium,Mumbai,2020-07-17 08:20:37
264,51.0,M,High,Bengaluru,2021-01-25 17:08:06
265,33.0,F,Medium,Chennai,2019-01-23 22:58:29
266,34.0,M,Medium,Mumbai,2022-09-22 14:41:33
267,54.0,F,Low,Delhi,2023-11-01 05:44:05
268,47.0,F,Low,Mumbai,2021-06-18 15:25:32
269,31.0,F,Medium,Delhi,2021-04-27 09:19:49
270,51.0,M,LOW,Bangalore,2023-03-26 22:17:43
271,44.0,F,Medium,Mumbai,2019-11-02 03:40:10
272,33.0,F,High,Bangalore,2019-05-12 02:10:37
273,51.0,F,Low,Bangalore,2021-09-26 08:14:24
274,55.0,F,High,Bangalore,2020-12-17 00:30:19
275,22.0,M,LOW,Chennai,2020-01-20 21:44:36
276,32.0,M,LOW,Bangalore,2023-10-04 11:30:04
277,31.0,F,Medium,Chennai,2023-03-10 16:51:30
278,51.0,F,LOW,Chennai,2020-04-17 10:57:07
279,50.0,F,Low,Bengaluru,2022-04-23 18:04:18
280,54.0,M,Low,Bangalore,2021-07-11 07:48:15
281,50.0,F,Low,Chennai,2021-10-14 16:24:16
282,34.0,F,LOW,Mumbai,2019-05-28 01:43:55
283,26.0,F,Medium,Pune,2023-06-01 19:48:45
284,25.0,M,LOW,Mumbai,2021-03-27 16:03:40
285,33.0,M,LOW,Bangalore,2023-01-09 10:51:25
286,33.0,F,LOW,Bengaluru,2020-02-27 05:45:41
287,48.0,M,Low,Mumbai,2021-02-07 08:27:20
288,32.0,F,Medium,Mumbai,2021-02-13 01:55:48
289,59.0,F,High,Pune,2021-06-26 05:27:56
290,48.0,F,LOW,Delhi,2022-12-20 07:03:16
291,44.0,F,LOW,Pune,2020-05-01 18:52:14
292,,M,LOW,Pune,2022-07-22 10:20:18
293,57.0,F,LOW,Chennai,2020-09-30 14:10:59
294,56.0,F,Low,Pune,2020-05-16 23:03:48
295,27.0,F,LOW,Delhi,2019-06-19 13:31:11
296,58.0,M,Medium,Pune,2021-07-07 09:21:36
297,53.0,M,High,Bangalore,2019-08-08 19:39:43
298,55.0,F,LOW,Delhi,2021-09-05 20:49:45
299,55.0,F,LOW,Delhi,2023-04-26 11:15:01
300,59.0,M,LOW,Bengaluru,2020-02-29 00:26:33
301,31.0,M,Medium,Bengaluru,2020-01-11 20:49:43
302,57.0,F,High,Bengaluru,2020-01-29 12:18:53
303,43.0,M,High,Chennai,2023-09-20 18:40:23
304,47.0,M,Low,Chennai,2021-11-30 17:31:29
305,29.0,M,LOW,Chennai,2021-01-19 19:55:45
306,58.0,F,Medium,Pune,2019-07-26 23:25:50
307,33.0,M,High,Bengaluru,2021-06-30 04:07:54
308,40.0,M,High,Bengaluru,2019-04-28 23:10:57
309,42.0,M,LOW,Mumbai,2020-05-14 15:01:45
310,32.0,M,LOW,Delhi,2023-12-04 00:14:31
311,37.0,M,Medium,Bengaluru,2020-04-18 00:43:12
312,35.0,F,Low,Delhi,2020-07-31 16:47:04
313,54.0,F,LOW,Bengaluru,2021-01-14 20:42:18
314,33.0,M,Medium,Chennai,2021-11-30 08:19:01
315,23.0,F,LOW,Mumbai,2019-11-05 13:10:09
316,57.0,F,Low,Chennai,2021-08-07 04:14:51
317,48.0,M,Medium,Bangalore,2020-07-17 20:00:57
318,49.0,F,Low,Bangalore,2019-09-15 17:46:46
319,47.0,F,Low,Bengaluru,2019-03-17 09:00:40
320,59.0,F,Medium,Delhi,2019-05-24 21:09:55
321,54.0,F,Medium,Bengaluru,2019-12-03 17:38:27
322,37.0,M,Medium,Bengaluru,2022-05-25 23:07:44
323,59.0,F,Low,Chennai,2020-02-24 14:24:07
324,48.0,M,High,Delhi,2020-12-20 03:39:43
325,41.0,M,High,Mumbai,2021-12-18 21:06:53
326,27.0,F,LOW,Pune,2021-01-15 22:03:55
327,46.0,M,Low,Mumbai,2020-07-31 11:48:02
328,38.0,M,High,Pune,2022-06-21 08:54:46
329,37.0,F,High,Chennai,2022-10-04 20:05:34
330,52.0,M,LOW,Bengaluru,2019-01-29 23:29:31
331,41.0,F,Low,Pune,2021-03-24 12:04:49
332,36.0,M,Medium,Mumbai,2023-04-14 23:24:49
333,52.0,F,Low,Bengaluru,2019-02-18 10:10:39
334,51.0,F,LOW,Chennai,2021-02-23 10:26:30
335,26.0,M,Medium,Mumbai,2023-11-22 16:48:21
336,59.0,M,LOW,Delhi,2021-02-17 02:21:38
337,27.0,M,Low,Delhi,2022-10-28 18:14:48
338,,M,LOW,Bengaluru,2023-02-02 09:02:49
339,26.0,F,Low,Delhi,2023-12-22 11:24:44
340,54.0,M,Low,Mumbai,2022-08-07 00:23:49
341,43.0,F,High,Delhi,2022-11-09 10:53:45
342,45.0,F,High,Delhi,2023-02-25 04:13:09
343,53.0,F,Medium,Mumbai,2019-01-13 11:53:20
344,50.0,F,Low,Chennai,2020-05-17 02:26:13
345,26.0,F,LOW,Mumbai,2019-04-13 10:17:31
346,26.0,F,LOW,Mumbai,2020-12-04 11:05:08
347,35.0,F,LOW,Chennai,2022-01-10 17:14:08
348,41.0,M,LOW,Bengaluru,2021-02-02 23:55:51
349,24.0,M,Low,Bangalore,2021-09-20 21:14:28
350,46.0,M,Medium,Delhi,2021-12-06 21:42:19
351,36.0,M,Low,Bangalore,2022-11-08 20:17:47
352,56.0,F,Low,Bengaluru,2022-10-11 13:13:15
353,24.0,M,High,Bengaluru,2021-09-09 12:45:26
354,,M,High,Pune,2022-02-09 18:04:51
355,50.0,M,High,Bangalore,2023-01-07 14:24:05
356,49.0,M,Low,Pune,2019-12-09 00:12:15
357,28.0,M,High,Delhi,2023-04-08 15:32:03
358,22.0,F,LOW,Bengaluru,2023-12-13 03:54:05
359,38.0,M,Low,Mumbai,2020-08-20 03:07:14
360,40.0,M,LOW,Bengaluru,2020-09-09 21:27:18
361,53.0,M,Low,Chennai,2020-10-25 18:51:19
362,41.0,M,High,Pune,2020-01-21 00:38:39
363,42.0,M,Low,Pune,2023-05-12 13:28:17
364,44.0,M,High,Pune,2021-03-21 07:04:27
365,39.0,M,LOW,Delhi,2022-09-08 21:43:05
366,40.0,M,High,Mumbai,2020-06-03 19:03:57
367,28.0,F,LOW,Pune,2022-03-30 03:26:47
368,22.0,F,Low,Bengaluru,2021-11-01 13:50:54
369,54.0,F,Low,Pune,2019-03-15 03:28:27
370,59.0,F,Low,Pune,2021-03-04 04:42:30
371,56.0,M,Medium,Mumbai,2019-02-12 18:39:21
372,,M,LOW,Bengaluru,2022-06-14 04:36:52
373,45.0,F,Low,Mumbai,2022-06-04 03:13:56
374,,M,Medium,Mumbai,2021-07-02 07:48:13
375,22.0,M,Low,Delhi,2022-03-13 04:52:38
376,39.0,F,Low,Pune,2020-02-26 06:07:04
377,34.0,F,Low,Delhi,2019-02-19 16:55:39
378,51.0,M,Low,Chennai,2023-08-15 19:26:44
379,36.0,F,High,Bangalore,2023-04-12 17:50:56
380,29.0,M,Low,Bangalore,2019-08-30 04:56:14
381,29.0,F,LOW,Delhi,2019-01-13 01:47:13
382,58.0,M,Low,Bangalore,2023-04-09 13:47:33
383,40.0,M,Low,Mumbai,2022-09-08 22:41:51
384,35.0,F,LOW,Mumbai,2023-10-16 16:05:59
385,36.0,F,Medium,Bengaluru,2023-01-28 00:31:48
386,23.0,M,Low,Delhi,2020-10-21 16:25:36
387,59.0,F,High,Bangalore,2021-05-13 05:35:11
388,32.0,M,LOW,Bengaluru,2021-04-09 23:24:44
389,30.0,F,High,Chennai,2023-05-16 06:18:39
390,51.0,M,Medium,Mumbai,2019-06-25 20:03:37
391,47.0,M,LOW,Pune,2023-07-31 13:46:26
392,54.0,F,High,Mumbai,2020-01-26 00:46:28
393,39.0,F,Low,Bangalore,2020-12-16 12:06:16
394,29.0,M,Medium,Chennai,2022-12-31 11:18:52
395,58.0,F,LOW,Bengaluru,2022-12-27 11:09:15
396,58.0,M,Medium,Pune,2023-04-23 16:15:42
397,23.0,M,LOW,Bangalore,2021-03-14 05:04:51
398,51.0,F,LOW,Delhi,2023-12-29 01:35:07
399,31.0,M,Low,Mumbai,2021-05-03 01:59:43
400,46.0,M,Medium,Chennai,2023-10-23 11:17:45
401,46.0,F,Low,Pune,2020-10-26 08:22:49
402,25.0,M,High,Delhi,2023-11-24 03:59:34
403,41.0,F,Medium,Pune,2023-08-08 10:07:31
404,51.0,F,Low,Bengaluru,2022-09-12 19:37:33
405,53.0,F,Medium,Bangalore,2022-05-16 12:09:08
406,48.0,F,Low,Bengaluru,2022-03-14 10:14:46
407,26.0,F,Low,Bengaluru,2020-08-01 21:53:57
408,28.0,F,LOW,Mumbai,2020-05-16 18:11:16
409,57.0,M,Low,Bengaluru,2020-08-03 15:14:43
410,32.0,M,Low,Delhi,2020-06-25 12:36:03
411,46.0,F,LOW,Pune,2021-01-30 19:01:29
412,38.0,M,LOW,Mumbai,2019-02-12 17:55:05
413,55.0,F,LOW,Mumbai,2019-06-05 21:42:17
414,51.0,F,LOW,Bengaluru,2019-02-21 16:37:51
415,38.0,M,Medium,Delhi,2023-08-02 22:03:48
416,50.0,M,Medium,Bangalore,2020-02-06 02:23:19
417,55.0,M,LOW,Pune,2019-11-14 17:28:47
418,59.0,F,LOW,Chennai,2021-05-15 22:00:22
419,27.0,F,Low,Bangalore,2019-12-02 14:58:09
420,38.0,F,High,Delhi,2022-08-10 21:13:20
421,46.0,M,Low,Chennai,2022-03-03 00:51:11
422,54.0,F,Low,Delhi,2020-07-20 21:01:19
423,38.0,F,High,Pune,2019-05-16 17:18:18
424,44.0,M,High,Mumbai,2020-10-06 22:47:51
425,41.0,M,Medium,Delhi,2020-10-16 16:20:01
426,49.0,M,LOW,Bangalore,2020-06-24 04:52:50
427,39.0,M,Low,Chennai,2021-06-28 02:42:03
428,37.0,M,Low,Bengaluru,2019-06-24 00:04:48
429,36.0,F,Medium,Pune,2021-10-28 15:09:20
430,52.0,F,Medium,Pune,2020-02-09 14:46:02
431,36.0,M,Low,Chennai,2019-07-17 02:11:48
432,40.0,M,Low,Pune,2019-02-16 17:04:11
433,54.0,F,LOW,Bengaluru,2020-07-05 21:57:22
434,28.0,F,Low,Pune,2020-01-30 01:05:04
435,45.0,M,Low,Pune,2022-03-23 15:56:16
436,38.0,F,Low,Mumbai,2022-08-09 13:33:27
437,40.0,F,Low,Bengaluru,2023-02-17 17:43:37
438,22.0,M,High,Bengaluru,2021-08-11 15:50:02
439,56.0,M,LOW,Mumbai,2020-02-17 03:42:35
440,38.0,F,Medium,Bangalore,2022-04-06 02:44:44
441,,M,High,Chennai,2019-12-08 01:51:08
442,52.0,F,LOW,Chennai,2022-09-08 14:34:51
443,28.0,M,Low,Delhi,2019-04-23 07:11:41
444,53.0,M,Low,Mumbai,2021-06-24 19:29:05
445,56.0,F,High,Delhi,2023-05-07 21:26:10
446,52.0,F,Medium,Chennai,2022-04-10 17:48:06
447,22.0,M,High,Delhi,2020-03-07 21:57:36
448,39.0,M,LOW,Pune,2023-03-08 05:32:09
449,39.0,M,Low,Chennai,2019-11-18 21:43:35
450,52.0,F,Low,Delhi,2020-05-31 19:39:08
451,58.0,M,Low,Bengaluru,2023-05-29 09:15:05
452,22.0,M,Low,Delhi,2022-03-02 20:30:17
453,44.0,M,Medium,Mumbai,2022-10-30 01:55:09
454,44.0,M,Low,Bangalore,2019-04-08 20:29:21
455,46.0,M,LOW,Delhi,2020-06-15 15:04:18
456,24.0,M,High,Bengaluru,2023-05-03 12:13:28
457,29.0,F,LOW,Delhi,2019-09-25 22:56:57
458,31.0,F,High,Delhi,2020-04-04 04:22:12
459,42.0,M,High,Mumbai,2023-11-17 10:44:01
460,33.0,M,Low,Chennai,2019-07-15 23:59:40
461,37.0,M,High,Bangalore,2019-05-03 21:14:04
462,38.0,M,Medium,Chennai,2023-02-04 07:30:04
463,42.0,F,High,Bangalore,2023-05-12 10:44:08
464,51.0,M,Low,Delhi,2019-01-31 13:25:28
465,45.0,M,Low,Chennai,2019-10-27 06:28:39
466,23.0,F,Low,Mumbai,2020-10-29 08:08:02
467,22.0,F,LOW,Chennai,2019-05-14 16:58:11
468,46.0,M,High,Pune,2019-01-01 19:37:20
469,55.0,M,Low,Delhi,2022-08-05 23:53:10
