movement_id,dealership_id,model_id,movement_date,movement_type,quantity_change
78,14,34,2023-01-07 13:46:12,SALE,1
79,14,11,2023-02-06 11:37:18,sold,1
80,8,37,2023-02-16 23:31:14,TRANSFER,-3
81,11,48,2023-05-20 08:33:56,TRANSFER,-8
82,12,47,2023-04-02 21:16:42,sold,5
83,24,17,2023-02-20 04:03:59,Transfer,8
84,1,17,2023-03-30 12:55:21,SALE,-8
85,30,16,2023-02-19 05:56:07,Damage,-10
86,28,44,2023-12-07 16:36:31,Transfer,-4
87,9,23,2023-10-04 20:27:28,SALE,-2
88,20,43,2023-11-04 05:57:59,TRANSFER,4
89,14,40,2023-05-10 16:20:44,TRANSFER,-7
90,20,40,2023-06-24 11:45:21,TRANSFER,5
91,14,12,2023-05-19 09:26:13,Sale,2
92,30,23,2023-05-22 23:17:11,sold,-9
93,13,19,2023-08-04 22:47:17,Sale,4
94,12,50,2023-08-11 23:33:54,Damage,-7
95,12,32,2023-01-05 15:24:45,Sale,-2
96,20,1,2023-04-15 04:47:47,Transfer,-8
97,7,15,2023-06-25 16:01:05,Sale,-3
98,2,48,2023-08-23 16:50:32,SALE,-7
99,23,24,2023-10-16 13:49:12,Sale,4
100,26,49,2023-11-18 01:11:55,sold,-10
101,11,26,2023-02-24 06:04:38,SALE,5
102,16,40,2023-11-29 03:11:53,Damage,3
103,13,24,2023-02-13 01:20:36,Sale,-6
104,30,10,2023-05-03 18:53:30,Sale,2
105,18,6,2023-09-29 01:02:38,TRANSFER,1
106,19,2,2023-05-13 01:12:50,Sale,6
107,27,34,2023-11-04 14:13:36,SALE,3
108,11,18,2023-10-21 22:48:53,sold,4
109,21,24,2023-01-18 09:33:05,sold,6
110,30,12,2023-02-04 10:59:37,Transfer,4
111,1,24,2023-11-26 16:37:34,sold,9
112,13,8,2023-02-11 20:55:24,SALE,2
113,27,1,2023-08-04 10:10:36,Sale,-9
114,8,45,2023-12-07 11:42:53,Transfer,-6
115,22,25,2023-11-03 04:00:06,Transfer,3
116,20,10,2023-05-11 09:07:29,sold,1
117,14,36,2023-02-04 00:48:49,Damage,-2
118,14,41,2023-04-18 23:03:38,TRANSFER,2
119,16,7,2023-05-20 04:28:39,SALE,6
120,19,29,2023-04-09 11:29:11,SALE,6
121,7,26,2023-12-11 15:30:05,SALE,-7
122,28,42,2023-08-10 09:20:55,TRANSFER,-2
123,29,35,2023-04-21 18:51:31,Damage,-4
124,6,32,2023-02-09 23:53:30,SALE,2
125,9,50,2023-11-06 11:55:40,TRANSFER,-2
126,18,40,2023-07-15 06:32:06,Sale,5
127,6,32,2023-02-08 04:44:23,Damage,4
128,26,33,2023-11-15 22:05:12,Sale,-10
129,17,18,2023-11-28 19:32:29,TRANSFER,3
130,4,39,2023-10-26 01:56:49,Sale,9
131,20,22,2023-12-15 10:06:01,Damage,-6
132,9,15,2023-03-22 05:02:54,Damage,3
133,25,41,2023-03-17 03:44:51,Transfer,4
134,8,23,2023-02-02 10:10:36,Damage,-4
135,15,41,2023-11-14 08:11:37,Sale,1
136,8,37,2023-10-23 03:55:30,sold,-10
137,27,13,2023-12-28 22:40:05,Transfer,-3
138,21,22,2023-09-12 13:13:09,sold,4
139,11,45,2023-11-03 03:05:43,Damage,8
140,19,22,2023-09-19 04:18:29,SALE,-9
141,13,29,2023-06-20 04:52:59,Sale,2
142,26,3,2023-04-09 20:39:21,Sale,-10
143,15,19,2023-05-31 11:33:04,TRANSFER,-7
144,5,44,2023-10-20 05:24:52,sold,3
145,26,49,2023-06-21 13:48:46,TRANSFER,-8
146,7,36,2023-01-28 00:16:43,sold,2
147,13,39,2023-04-07 02:49:58,Transfer,-3
148,16,6,2023-12-24 03:16:18,sold,5
149,24,14,2023-05-30 02:55:40,Sale,7
150,16,28,2023-03-03 06:36:09,Sale,7
151,24,31,2023-11-12 01:20:40,Transfer,-5
152,2,45,2023-08-24 21:20:34,Transfer,1
153,7,26,2023-09-15 13:11:24,Damage,4
154,4,6,2023-12-11 00:25:13,sold,-6
155,20,42,2023-03-26 14:47:07,Sale,4
156,13,3,2023-07-27 13:20:37,TRANSFER,-3
157,25,9,2023-11-06 20:21:21,TRANSFER,2
158,23,3,2023-07-10 11:49:39,TRANSFER,-5
159,28,17,2023-10-31 20:37:15,TRANSFER,6
160,21,27,2023-09-29 19:34:41,Transfer,-4
161,30,14,2023-09-22 14:22:32,Transfer,4
162,5,37,2023-07-23 09:35:09,SALE,-6
163,23,40,2023-12-02 16:01:31,Damage,9
164,12,47,2023-11-06 12:06:53,sold,-2
165,30,49,2023-11-19 17:46:19,Damage,-6
166,13,4,2023-02-23 15:41:03,Sale,9
167,9,42,2023-04-13 09:41:05,Transfer,3
168,16,48,2023-03-30 22:19:35,Damage,-4
169,6,8,2023-01-07 22:30:59,Sale,8
170,26,11,2023-11-23 01:30:22,SALE,6
171,23,22,2023-08-12 17:33:46,Damage,-6
172,13,33,2023-10-22 05:40:12,Sale,-4
173,14,42,2023-11-08 07:52:49,Sale,8
174,4,44,2023-02-19 10:45:26,Transfer,1
175,25,32,2023-04-19 17:16:58,Sale,-2
176,24,24,2023-09-25 15:51:42,Transfer,9
177,9,2,2023-01-04 22:54:37,SALE,3
178,5,31,2023-01-08 00:01:55,Transfer,-5
179,11,7,2023-10-12 11:33:15,sold,6
180,16,21,2023-11-17 15:07:42,TRANSFER,-2
181,12,38,2023-03-21 19:43:20,Transfer,-6
182,17,12,2023-03-19 05:40:17,Transfer,-9
183,8,3,2023-01-17 16:02:18,SALE,6
184,12,48,2023-11-26 20:49:43,SALE,-7
185,8,16,2023-05-19 02:12:48,Transfer,-4
186,13,22,2023-04-29 20:00:57,Sale,-10
187,23,11,2023-04-08 19:31:23,Damage,-6
188,23,39,2023-11-29 05:05:07,TRANSFER,5
189,5,14,2023-01-20 18:13:06,Transfer,4
190,8,42,2023-03-25 23:55:20,SALE,-8
191,3,13,2023-08-23 15:01:39,Sale,-8
192,11,16,2023-04-06 15:25:24,SALE,8
193,5,28,2023-10-12 16:03:37,Transfer,2
194,16,7,2023-06-19 21:09:22,Transfer,5
195,10,18,2023-11-20 23:26:52,Sale,1
196,10,15,2023-02-10 06:33:14,sold,-9
197,25,18,2023-09-03 11:54:41,SALE,3
198,16,47,2023-10-21 18:32:39,Sale,-8
199,11,11,2023-08-22 09:58:48,sold,2
200,24,11,2023-05-10 13:07:11,SALE,-10
201,9,39,2023-01-07 18:42:04,TRANSFER,6
202,24,17,2023-06-08 18:29:15,Damage,-7
203,30,40,2023-01-29 19:03:46,sold,-3
204,22,6,2023-06-22 01:33:19,TRANSFER,-8
205,7,46,2023-12-30 13:11:28,TRANSFER,2
206,28,5,2023-02-14 09:30:41,TRANSFER,-5
207,29,33,2023-01-30 17:21:15,TRANSFER,8
208,14,21,2023-10-13 19:27:38,sold,-5
209,29,9,2023-05-21 05:50:46,Transfer,-3
210,14,33,2023-08-14 12:10:16,TRANSFER,-4
211,22,5,2023-05-14 23:50:57,Sale,6
212,18,20,2023-05-09 21:30:13,Damage,1
213,17,23,2023-11-04 01:09:18,TRANSFER,2
214,1,37,2023-06-07 08:05:17,sold,4
215,12,34,2023-06-16 14:23:41,Transfer,-4
216,23,16,2023-07-04 21:59:20,sold,7
217,8,46,2023-03-13 08:50:33,TRANSFER,-3
218,1,27,2023-12-09 04:54:43,TRANSFER,4
219,12,4,2023-05-19 02:33:49,SALE,-8
220,17,15,2023-03-23 13:13:14,sold,-7
221,30,20,2023-07-24 20:34:15,Damage,-5
222,7,43,2023-04-27 05:00:36,Damage,-6
223,11,5,2023-04-30 14:52:46,Damage,7
224,13,40,2023-10-22 20:16:04,Damage,4
225,28,16,2023-06-11 04:08:10,TRANSFER,2
226,21,34,2023-04-20 09:05:23,sold,4
227,29,47,2023-07-12 03:34:30,TRANSFER,-8
228,25,14,2023-09-01 13:54:58,sold,1
229,9,27,2023-11-18 10:19:48,sold,-10
230,23,2,2023-05-29 23:02:15,SALE,-9
231,28,29,2023-10-25 22:17:18,SALE,6
232,7,5,2023-11-10 20:26:23,Transfer,-4
233,18,28,2023-10-23 22:35:20,SALE,3
234,18,2,2023-03-15 20:17:26,SALE,-8
235,29,34,2023-04-10 23:24:45,TRANSFER,1
236,10,3,2023-02-24 08:25:58,Sale,2
237,27,41,2023-04-26 04:32:22,Damage,-5
238,1,22,2023-09-05 12:35:28,Sale,-3
239,14,49,2023-02-01 06:51:38,Sale,-5
240,23,48,2023-02-27 14:14:00,Damage,4
241,21,26,2023-04-24 01:23:30,sold,6
242,1,5,2023-05-08 18:27:40,SALE,8
243,23,4,2023-08-24 07:40:41,Sale,5
244,7,37,2023-05-05 09:50:59,TRANSFER,-5
245,26,33,2023-12-20 16:26:44,Sale,4
246,19,17,2023-04-10 21:04:09,Damage,-9
247,19,50,2023-02-13 11:31:25,Sale,4
248,4,8,2023-03-12 23:28:36,SALE,5
249,7,48,2023-01-09 01:49:29,SALE,2
250,29,13,2023-07-28 23:56:39,TRANSFER,-5
251,16,26,2023-08-13 04:32:34,Sale,-7
252,7,35,2023-01-27 02:37:55,TRANSFER,-5
253,11,47,2023-07-21 01:31:49,Transfer,-7
254,29,44,2023-11-07 02:52:30,Sale,9
255,29,47,2023-03-31 10:20:58,TRANSFER,2
256,8,41,2023-08-05 19:15:34,SALE,8
257,13,41,2023-10-15 16:48:17,Transfer,1
258,9,27,2023-10-02 07:17:33,Sale,1
259,5,46,2023-03-03 08:46:56,Sale,-5
260,10,34,2023-03-26 14:34:39,Transfer,4
261,11,48,2023-01-28 17:23:04,Sale,-10
262,24,30,2023-08-28 11:23:42,SALE,-8
263,17,27,2023-09-23 08:48:40,Sale,5
264,15,43,2023-01-29 15:01:57,SALE,-6
265,11,25,2023-06-06 13:40:38,Sale,-3
266,2,29,2023-02-04 21:27:58,Damage,7
267,24,24,2023-05-09 03:52:45,sold,-4
268,8,17,2023-04-03 13:23:18,sold,2
269,25,44,2023-10-28 20:29:36,Damage,9
270,12,2,2023-12-27 18:10:13,SALE,-6
271,7,40,2023-09-01 18:38:39,Damage,3
272,24,16,2023-02-08 16:22:20,Transfer,1
273,2,3,2023-01-05 19:05:58,TRANSFER,3
274,8,23,2023-03-19 13:03:35,SALE,-7
275,15,7,2023-08-03 06:57:16,TRANSFER,-8
276,12,24,2023-10-30 19:44:56,Sale,4
277,3,8,2023-05-24 14:05:09,TRANSFER,-2
278,26,21,2023-01-14 19:33:14,Sale,2
279,4,17,2023-01-19 08:30:09,Transfer,-9
280,12,27,2023-12-28 23:28:32,TRANSFER,-10
281,23,43,2023-09-01 18:18:34,TRANSFER,2
282,7,12,2023-08-28 04:24:26,Transfer,-8
283,16,25,2023-04-20 09:52:10,TRANSFER,6
284,22,39,2023-04-07 07:32:22,SALE,-7
285,17,31,2023-06-08 07:36:20,SALE,-2
286,25,42,2023-02-11 15:58:31,SALE,-8
287,19,30,2023-08-15 10:31:07,Damage,6
288,26,42,2023-11-06 18:50:21,TRANSFER,-7
289,15,36,2023-12-20 14:29:48,TRANSFER,6
290,20,49,2023-12-24 17:15:44,Transfer,-2
291,18,41,2023-01-21 01:19:34,Sale,1
292,5,22,2023-06-21 16:03:09,Sale,-9
293,30,15,2023-09-09 22:41:02,SALE,8
294,22,23,2023-10-31 05:10:08,sold,-7
295,27,34,2023-01-06 11:58:16,Damage,2
296,22,43,2023-12-20 05:52:33,TRANSFER,9
297,30,35,2023-10-29 21:27:53,sold,-4
298,27,20,2023-05-25 14:21:31,Transfer,-6
299,14,42,2023-06-16 11:29:00,Damage,-6
300,14,29,2023-03-31 10:32:26,Sale,2
301,14,28,2023-09-19 15:17:17,SALE,5
302,17,9,2023-01-16 06:53:02,sold,7
303,30,32,2023-07-25 06:22:20,Transfer,-7
304,14,8,2023-06-22 07:45:28,TRANSFER,8
305,4,48,2023-12-06 13:29:31,Transfer,5
306,10,13,2023-08-10 23:51:21,SALE,8
307,4,34,2023-05-12 01:41:25,Sale,2
308,3,47,2023-05-15 09:10:11,TRANSFER,3
309,7,25,2023-04-18 16:33:07,sold,-5
310,20,11,2023-04-19 09:24:19,TRANSFER,-3
311,7,24,2023-06-20 18:05:31,Damage,1
312,3,4,2023-04-06 04:00:56,Damage,1
313,13,35,2023-07-19 06:46:02,sold,-10
314,4,36,2023-04-23 04:43:21,sold,8
315,19,2,2023-05-31 11:57:24,Sale,3
316,4,30,2023-01-02 02:13:05,SALE,2
317,15,40,2023-04-13 06:54:19,TRANSFER,4
318,28,6,2023-06-09 01:47:15,TRANSFER,8
319,26,42,2023-03-18 16:20:36,sold,-5
320,20,49,2023-09-08 08:28:50,TRANSFER,4
321,12,7,2023-11-03 02:32:27,sold,-4
322,14,13,2023-01-20 07:34:40,Sale,-3
323,4,43,2023-10-13 22:06:22,sold,2
324,3,20,2023-07-16 07:43:57,sold,-3
325,27,5,2023-05-28 04:40:56,SALE,-4
326,6,24,2023-06-29 12:19:45,Sale,3
327,15,42,2023-08-26 18:06:38,sold,9
328,28,34,2023-12-17 23:48:00,Sale,-6
329,5,23,2023-03-31 15:36:01,TRANSFER,-4
330,6,9,2023-03-26 09:44:54,sold,7
331,12,26,2023-10-03 07:18:35,SALE,-8
332,7,26,2023-11-28 10:09:52,TRANSFER,-6
333,20,18,2023-06-14 08:22:47,TRANSFER,-2
334,30,36,2023-01-18 18:00:48,Sale,-7
335,11,17,2023-03-15 07:14:17,SALE,5
336,25,5,2023-06-30 08:30:52,Transfer,4
337,17,6,2023-06-04 11:26:34,TRANSFER,-4
338,12,34,2023-04-26 15:59:10,Damage,7
339,8,31,2023-05-06 03:30:21,TRANSFER,-9
340,13,37,2023-03-03 02:05:32,Sale,-8
341,18,20,2023-07-04 00:55:50,Transfer,-9
342,19,12,2023-12-13 14:24:48,Sale,7
343,18,11,2023-03-10 20:19:11,SALE,1
344,10,30,2023-11-02 02:55:18,Damage,-10
345,6,50,2023-02-05 02:57:19,Transfer,2
346,5,40,2023-09-12 06:43:44,TRANSFER,-5
347,13,14,2023-10-26 08:02:58,sold,6
348,23,46,2023-04-01 13:01:37,Transfer,-8
349,25,21,2023-01-25 07:12:15,Transfer,-2
350,7,23,2023-08-15 15:26:57,sold,7
351,11,36,2023-01-15 00:36:45,Damage,-8
352,25,5,2023-07-30 04:13:21,SALE,1
353,13,46,2023-06-24 16:50:47,sold,9
354,5,46,2023-12-19 11:40:18,sold,-3
355,30,3,2023-06-29 09:12:19,TRANSFER,8
356,19,32,2023-07-21 02:37:47,TRANSFER,-7
357,19,28,2023-05-17 22:52:42,Transfer,8
358,4,4,2023-05-15 12:45:48,Damage,-7
359,12,39,2023-04-30 16:28:10,SALE,-4
360,18,26,2023-09-23 01:20:47,TRANSFER,-2
361,3,31,2023-04-12 00:56:03,Sale,2
362,11,10,2023-03-05 12:22:53,Sale,9
363,25,12,2023-04-11 21:23:01,TRANSFER,-7
364,9,17,2023-08-23 11:06:11,Damage,9
365,28,46,2023-05-10 03:27:56,Sale,1
366,24,8,2023-11-13 06:10:08,sold,5
367,18,11,2023-11-05 11:37:37,SALE,-3
368,29,8,2023-10-01 07:51:39,Transfer,-5
369,12,30,2023-08-02 20:13:02,Sale,3
370,9,19,2023-05-12 22:14:30,SALE,-8
371,21,18,2023-02-12 15:53:38,Sale,-2
372,24,8,2023-05-12 07:15:18,Damage,-2
373,6,16,2023-05-13 04:23:08,sold,5
374,2,26,2023-06-24 21:49:58,TRANSFER,-5
375,1,21,2023-03-17 15:48:11,SALE,-4
376,4,48,2023-10-25 16:08:16,sold,-8
377,20,42,2023-03-11 07:26:07,sold,-4
378,23,7,2023-04-07 18:38:52,SALE,5
379,18,43,2023-07-16 08:09:30,sold,4
380,4,2,2023-12-15 18:24:46,SALE,4
381,26,21,2023-07-08 04:15:27,Damage,-5
382,11,4,2023-11-18 01:21:31,SALE,-5
383,1,26,2023-11-08 06:16:34,Sale,-6
384,7,21,2023-09-27 01:25:55,Damage,7
385,11,11,2023-12-12 10:52:43,sold,8
386,16,49,2023-11-11 03:21:19,sold,9
387,19,12,2023-01-13 08:18:56,sold,7
388,28,42,2023-04-30 19:40:07,SALE,9
389,24,12,2023-03-28 21:02:44,sold,-6
390,13,28,2023-08-15 08:16:39,sold,6
391,28,40,2023-10-10 10:56:47,sold,2
392,1,47,2023-04-29 21:10:21,Damage,9
393,12,50,2023-12-20 05:54:29,SALE,9
394,1,45,2023-07-19 05:10:29,Transfer,2
395,29,14,2023-11-09 21:34:27,Transfer,-4
396,14,41,2023-07-04 11:03:04,Sale,9
397,13,20,2023-09-03 20:23:39,Sale,1
398,16,29,2023-10-11 12:31:10,TRANSFER,-8
399,29,40,2023-09-17 14:59:17,TRANSFER,-4
400,25,10,2023-09-16 12:33:49,Transfer,-4
401,5,27,2023-01-09 22:50:32,Transfer,1
402,27,33,2023-01-09 06:20:59,sold,-4
403,4,40,2023-09-28 01:27:41,TRANSFER,2
404,4,36,2023-01-23 06:46:25,TRANSFER,6
405,8,17,2023-01-12 11:53:53,TRANSFER,-10
406,25,43,2023-12-29 14:27:09,Damage,7
407,15,43,2023-10-07 05:52:26,Sale,-2
408,30,26,2023-02-28 08:19:55,SALE,5
409,16,47,2023-09-10 21:32:00,Damage,3
410,7,46,2023-11-08 14:50:19,sold,-3
411,8,8,2023-05-16 00:06:48,sold,-6
412,18,6,2023-05-25 06:33:14,Transfer,-6
413,16,40,2023-08-05 06:59:17,Transfer,7
414,15,50,2023-01-08 06:20:45,Damage,2
415,26,32,2023-10-09 18:51:41,Damage,-7
416,23,6,2023-06-26 13:55:47,TRANSFER,2
417,20,28,2023-10-28 22:59:54,Transfer,6
418,24,18,2023-01-13 10:42:32,Transfer,6
419,26,38,2023-02-12 08:42:12,Damage,6
420,24,6,2023-01-05 14:11:01,TRANSFER,-9
421,16,10,2023-12-21 07:00:00,Damage,-10
422,16,13,2023-06-14 00:38:18,SALE,-9
423,26,39,2023-05-06 05:04:43,SALE,9
424,2,14,2023-12-25 17:06:23,Transfer,-8
425,25,33,2023-05-12 11:56:55,sold,-10
426,6,32,2023-07-16 02:08:27,sold,6
427,11,17,2023-04-10 16:07:34,Damage,6
428,5,17,2023-12-06 21:15:43,SALE,-7
429,15,37,2023-03-19 10:56:27,sold,-9
430,14,1,2023-04-13 23:27:26,Sale,6
431,16,1,2023-09-01 01:42:53,Damage,1
432,16,24,2023-04-20 04:39:24,sold,-10
433,9,20,2023-08-14 23:07:24,sold,8
434,19,41,2023-04-26 17:00:42,Damage,-9
435,5,40,2023-12-27 13:57:24,Transfer,-8
436,21,39,2023-04-20 18:48:08,sold,-8
437,8,11,2023-09-03 07:18:58,Transfer,9
438,14,25,2023-01-09 19:06:31,Transfer,-9
439,9,26,2023-08-03 14:02:43,Transfer,-2
440,12,35,2023-09-18 03:24:44,TRANSFER,-2
441,15,28,2023-06-08 21:33:12,Sale,-3
442,25,18,2023-04-05 09:43:36,Transfer,-2
443,21,10,2023-08-30 07:05:18,sold,7
444,14,48,2023-04-03 05:43:17,SALE,-2
445,2,26,2023-05-10 05:03:36,SALE,9
446,26,18,2023-09-18 23:02:11,sold,7
447,30,34,2023-10-14 05:17:20,Damage,4
448,22,21,2023-03-02 05:49:56,SALE,3
449,4,41,2023-08-11 16:45:26,sold,-9
450,25,41,2023-05-10 02:29:15,Sale,7
451,8,36,2023-11-20 15:16:21,sold,-9
452,30,28,2023-07-03 18:41:11,Transfer,9
453,29,44,2023-08-28 14:28:42,SALE,-5
454,22,17,2023-05-27 04:39:07,Damage,-7
455,2,9,2023-12-23 19:52:55,Transfer,-9
456,19,43,2023-11-21 07:20:18,SALE,5
457,18,23,2023-04-17 05:40:50,SALE,4
458,6,25,2023-07-13 10:29:46,Sale,-10
459,20,43,2023-03-14 09:25:59,Damage,-3
460,16,26,2023-07-17 18:48:31,Transfer,-5
461,1,22,2023-03-24 01:26:55,sold,-2
462,9,49,2023-05-13 11:42:06,Transfer,1
463,22,18,2023-06-29 06:11:57,Transfer,-8
464,2,49,2023-09-10 03:08:55,sold,-5
465,15,1,2023-04-19 08:34:38,Transfer,4
466,19,39,2023-11-07 21:00:27,Damage,3
467,24,14,2023-04-02 03:30:15,SALE,-4
468,9,29,2023-05-20 18:42:46,SALE,-3
469,9,15,2023-06-29 10:50:05,Damage,4
470,5,48,2023-08-31 18:05:11,SALE,-10
471,4,47,2023-02-15 20:42:13,Sale,1
472,5,15,2023-01-04 13:02:57,Sale,1
473,12,46,2023-01-31 22:23:42,Transfer,6
474,1,17,2023-09-13 20:01:35,SALE,-9
475,19,17,2023-05-23 19:20:25,sold,-8
476,27,39,2023-09-06 14:37:35,sold,-4
477,9,27,2023-01-16 03:10:46,Transfer,-10
478,12,31,2023-08-22 23:29:10,Damage,7
479,24,37,2023-06-20 15:44:32,Transfer,-7
480,29,45,2023-07-23 06:06:14,Sale,-4
481,30,16,2023-05-23 18:33:32,SALE,-3
482,29,1,2023-04-11 14:23:24,Damage,-8
483,13,15,2023-12-13 18:36:29,Transfer,9
484,20,6,2023-11-05 07:19:59,Sale,-10
485,17,32,2023-08-20 19:23:24,TRANSFER,-2
486,3,37,2023-06-04 14:52:32,TRANSFER,-9
487,13,16,2023-12-18 00:25:19,TRANSFER,1
488,14,6,2023-06-22 00:46:20,Damage,1
489,4,44,2023-05-24 20:56:43,Sale,-7
490,4,11,2023-01-10 06:53:42,SALE,-9
491,29,11,2023-02-05 23:55:33,Transfer,-8
492,1,25,2023-09-11 16:58:13,Damage,-7
493,6,11,2023-07-10 23:04:33,Transfer,-5
494,11,19,2023-09-08 07:14:14,SALE,2
495,27,1,2023-11-14 17:36:39,TRANSFER,7
496,28,10,2023-10-11 19:53:33,Transfer,1
497,25,6,2023-04-21 09:04:07,Transfer,3
498,24,31,2023-07-13 23:36:50,TRANSFER,8
499,2,16,2023-03-29 13:40:13,Damage,1
500,23,38,2023-06-17 20:04:05,TRANSFER,-8
501,19,5,2023-08-19 01:46:29,TRANSFER,1
502,22,45,2023-02-07 21:01:24,TRANSFER,5
503,18,42,2023-08-03 01:20:08,sold,8
504,24,11,2023-05-20 00:32:14,Sale,3
505,20,5,2023-08-25 16:17:28,Sale,5
506,22,12,2023-01-21 03:02:23,TRANSFER,-3
507,16,14,2023-05-14 22:02:51,TRANSFER,1
508,3,10,2023-05-16 23:18:26,Transfer,-10
509,1,3,2023-12-02 06:25:14,Sale,8
510,2,20,2023-07-08 02:07:27,Transfer,6
511,13,14,2023-09-26 12:40:55,sold,5
512,26,26,2023-11-23 00:00:08,TRANSFER,1
513,14,25,2023-11-17 11:05:56,TRANSFER,-5
514,8,19,2023-08-16 19:25:19,Damage,8
515,28,47,2023-03-07 23:16:35,sold,-6
516,14,16,2023-02-04 15:19:01,Transfer,-4
517,6,42,2023-11-24 09:05:47,Damage,-8
518,12,6,2023-01-29 00:47:11,sold,-8
519,4,6,2023-09-19 11:12:50,Sale,9
520,9,33,2023-01-06 16:54:51,Transfer,-5
521,7,10,2023-07-11 06:44:37,Transfer,5
522,1,27,2023-09-29 22:04:41,Sale,-5
523,22,22,2023-06-28 19:12:42,Sale,5
524,4,17,2023-01-15 21:23:34,SALE,-6
525,6,29,2023-09-29 23:22:08,Damage,-7
526,11,2,2023-02-02 07:34:30,TRANSFER,-4
527,8,24,2023-07-20 16:17:22,Sale,-8
528,13,24,2023-01-20 10:08:46,SALE,-4
529,9,34,2023-12-02 17:44:20,TRANSFER,4
530,19,28,2023-12-15 09:44:20,TRANSFER,7
531,30,15,2023-01-13 09:03:49,TRANSFER,6
532,18,20,2023-03-11 05:44:31,Damage,1
533,26,25,2023-08-26 12:49:53,Damage,-8
534,23,7,2023-09-11 01:24:29,SALE,2
535,23,26,2023-08-25 19:03:52,Transfer,8
